request_id,conversation_id,period,created_at,employee_id,employee_department,category,topic,question_text,route,answer_source,knowledge_version,user_confirmed_resolved,resolution_type,recontact_within_24h,peer_reask,feedback_score,response_seconds,input_tokens,output_tokens,api_call_count,retry_count,status_code,error_type,api_cost_krw
R001321,C01321,month3,2026-08-09 05:31:00,E0201,인사,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,1,0,3.2,4.61,1829,457,1,0,200,,4.48
R001322,C01322,month3,2026-08-19 14:57:00,E0223,재무,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,0,0,2.0,4.31,1795,459,1,0,200,,4.44
R001323,C01323,month3,2026-08-19 12:00:00,E0192,IT운영,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v2,1,chatbot,1,1,4.9,5.8,1348,440,1,0,200,,3.74
R001324,C01324,month3,2026-08-07 14:07:00,E0153,고객지원,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,0,1,4.6,5.3,1262,348,1,0,200,,3.23
R001325,C01325,month3,2026-08-06 11:05:00,E0299,인사,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v2,1,chatbot,0,1,5.0,4.91,1748,292,1,0,200,,3.67
R001326,C01326,month3,2026-08-06 21:25:00,E0205,개발,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,document,1,1,2.1,4.43,1373,507,1,0,200,,4.05
R001327,C01327,month3,2026-08-02 19:28:00,E0173,영업,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,department,0,0,2.4,5.02,1220,567,1,0,200,,4.09
R001328,C01328,month3,2026-08-03 15:40:00,E0005,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,1,0,3.6,5.49,1057,343,1,0,200,,2.92
R001329,C01329,month3,2026-08-05 05:37:00,E0152,영업,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,1,0,4.1,4.39,1239,461,1,0,200,,3.67
R001330,C01330,month3,2026-08-28 06:02:00,E0201,개발,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,document,1,0,2.7,4.71,1810,450,1,0,200,,4.42
R001331,C01331,month3,2026-08-03 18:34:00,E0031,인사,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,unresolved,1,1,1.3,3.34,1067,270,1,0,200,,2.63
R001332,C01332,month3,2026-08-06 07:49:00,E0107,영업,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v2,1,chatbot,0,0,4.9,2.92,1378,265,1,0,200,,3.04
R001333,C01333,month3,2026-08-17 09:10:00,E0201,IT운영,인사,연차,연차 신청 방법 알려줘,FAQ,FAQ,faq_연차_v2,1,chatbot,0,1,3.7,0.65,0,0,0,0,200,,0.0
R001334,C01334,month3,2026-08-18 17:26:00,E0190,재무,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,1,1,5.0,3.9,1150,361,1,0,200,,3.13
R001335,C01335,month3,2026-08-25 09:57:00,E0249,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v2,0,unresolved,1,0,2.6,4.03,1350,362,1,0,200,,3.41
R001336,C01336,month3,2026-08-21 21:18:00,E0052,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,1,2.0,4.36,2126,423,3,2,200,,14.26
R001337,C01337,month3,2026-08-02 14:54:00,E0063,고객지원,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,unresolved,1,1,1.8,6.69,2101,381,1,0,200,,4.54
R001338,C01338,month3,2026-08-15 16:08:00,E0207,개발,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,1,chatbot,0,0,3.9,4.34,1591,299,1,0,200,,3.48
R001339,C01339,month3,2026-08-20 12:34:00,E0130,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v2,1,chatbot,0,1,3.5,0.75,0,0,0,0,200,,0.0
R001340,C01340,month3,2026-08-29 06:38:00,E0026,기획,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v2,1,chatbot,0,0,3.1,0.41,0,0,0,0,200,,0.0
R001341,C01341,month3,2026-08-09 15:26:00,E0250,재무,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,1,0,2.7,4.02,2049,248,1,0,200,,3.91
R001342,C01342,month3,2026-08-29 22:19:00,E0153,개발,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,document,0,0,2.2,4.92,1996,554,2,1,200,,10.24
R001343,C01343,month3,2026-08-07 04:43:00,E0119,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,unresolved,0,0,2.0,4.13,1307,549,1,0,200,,4.14
R001344,C01344,month3,2026-08-20 10:48:00,E0225,기획,총무,회의실,회의실 예약 방법 알려줘,RULE,RULE,,0,unresolved,1,1,2.8,0.41,0,0,0,0,200,,0.0
R001345,C01345,month3,2026-08-27 12:57:00,E0003,개발,일반규정,보안,자료 반출 기준 알려줘,RAG,RAG,보안_guide_v2,1,chatbot,0,1,4.0,2.55,1699,439,1,0,200,,4.22
R001346,C01346,month3,2026-08-21 12:36:00,E0023,개발,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.1,4.77,1646,583,1,0,200,,4.75
R001347,C01347,month3,2026-08-25 04:18:00,E0182,고객지원,인사,연차,연차 신청 방법 알려줘,FAQ,FAQ,faq_연차_v2,1,chatbot,1,0,4.5,0.65,0,0,0,0,200,,0.0
R001348,C01348,month3,2026-08-09 08:28:00,E0182,IT운영,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v2,1,chatbot,0,0,4.6,0.78,0,0,0,0,200,,0.0
R001349,C01349,month3,2026-08-05 14:21:00,E0299,IT운영,일반규정,교육,사내 교육 신청 방법 알려줘,FAQ,FAQ,faq_교육_v2,1,chatbot,1,0,4.4,0.89,0,0,0,0,200,,0.0
R001350,C01350,month3,2026-08-07 01:33:00,E0109,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,FAQ,FAQ,faq_프로그램 설치_v2,1,chatbot,0,1,4.2,0.39,0,0,0,0,200,,0.0
R001351,C01351,month3,2026-08-10 07:29:00,E0084,인사,재무,경비,경비 처리 절차 알려줘,RAG,RAG,경비_guide_v2,0,coworker,1,0,2.7,2.45,1723,328,2,1,200,,7.58
R001352,C01352,month3,2026-08-18 11:28:00,E0158,재무,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.1,6.48,1266,359,1,0,200,,3.28
R001353,C01353,month3,2026-08-06 01:57:00,E0211,디자인,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,1,chatbot,0,0,3.7,4.37,1442,340,1,0,200,,3.45
R001354,C01354,month3,2026-08-07 23:56:00,E0056,재무,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,0,3.2,3.86,2091,518,1,0,200,,5.1
R001355,C01355,month3,2026-08-03 15:27:00,E0216,개발,일반규정,재택근무,재택근무 규정 알려줘,FAQ,FAQ,faq_재택근무_v2,1,chatbot,0,1,3.8,0.67,0,0,0,0,200,,0.0
R001356,C01356,month3,2026-08-22 02:41:00,E0123,재무,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v2,1,chatbot,0,1,4.6,0.7,0,0,0,0,200,,0.0
R001357,C01357,month3,2026-08-26 14:54:00,E0093,개발,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,0,1,3.0,6.21,1446,501,1,0,200,,4.13
R001358,C01358,month3,2026-08-04 13:46:00,E0101,개발,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v2,1,chatbot,0,0,3.6,4.49,1665,283,1,0,200,,3.52
R001359,C01359,month3,2026-08-13 03:10:00,E0058,IT운영,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.7,5.77,1801,478,1,0,200,,4.53
R001360,C01360,month3,2026-08-27 12:03:00,E0149,IT운영,총무,회의실,회의실 예약 방법 알려줘,FAQ,FAQ,faq_회의실_v2,1,chatbot,0,0,2.8,0.72,0,0,0,0,200,,0.0
R001361,C01361,month3,2026-08-05 17:15:00,E0149,기획,인사,연차,연차 신청 방법 알려줘,RULE,RULE,,0,document,0,0,2.8,0.58,0,0,0,0,200,,0.0
R001362,C01362,month3,2026-08-23 22:45:00,E0156,인사,일반규정,교육,사내 교육 신청 방법 알려줘,RAG,RAG,교육_guide_v2,1,chatbot,1,0,5.0,2.99,1200,362,1,0,200,,3.2
R001363,C01363,month3,2026-08-02 19:45:00,E0055,개발,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,coworker,1,0,2.2,3.69,1583,336,1,0,200,,3.63
R001364,C01364,month3,2026-08-01 19:35:00,E0007,개발,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,1,chatbot,0,1,3.9,2.41,1036,211,1,0,200,,2.34
R001365,C01365,month3,2026-08-13 19:58:00,E0107,디자인,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.7,5.83,1552,591,1,0,200,,4.66
R001366,C01366,month3,2026-08-21 14:09:00,E0017,개발,재무,출장비,출장비 정산 기준 알려줘,RAG,RAG,출장비_guide_v2,1,chatbot,0,0,3.9,2.71,1702,388,1,0,200,,4.01
R001367,C01367,month3,2026-08-17 16:38:00,E0117,고객지원,일반규정,재택근무,재택근무 규정 알려줘,FAQ,FAQ,faq_재택근무_v2,1,chatbot,1,0,4.6,0.29,0,0,0,0,200,,0.0
R001368,C01368,month3,2026-08-27 08:32:00,E0065,기획,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v2,0,coworker,0,0,3.2,4.9,1676,323,1,0,200,,3.7
R001369,C01369,month3,2026-08-29 21:36:00,E0214,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v2,1,chatbot,1,0,4.6,4.9,1673,235,1,0,200,,3.33
R001370,C01370,month3,2026-08-25 23:42:00,E0246,IT운영,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,unresolved,0,0,2.9,5.98,1938,582,1,0,200,,5.16
R001371,C01371,month3,2026-08-23 02:13:00,E0240,인사,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,1,chatbot,0,0,5.0,3.59,2019,431,1,0,200,,4.64
R001372,C01372,month3,2026-08-21 19:06:00,E0024,영업,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,1,chatbot,0,1,3.9,5.82,1537,217,1,0,200,,3.06
R001373,C01373,month3,2026-08-29 03:04:00,E0157,개발,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.0,4.22,1644,313,1,0,200,,3.62
R001374,C01374,month3,2026-08-09 15:50:00,E0029,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.4,5.4,1115,314,1,0,200,,2.88
R001375,C01375,month3,2026-08-21 18:39:00,E0127,영업,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,0,0,1.9,3.21,1905,225,1,0,200,,3.61
R001376,C01376,month3,2026-08-16 09:27:00,E0127,기획,재무,법인카드,법인카드 정산 방법 알려줘,RAG,RAG,법인카드_guide_v2,1,chatbot,1,0,4.0,4.47,1567,410,1,0,200,,3.92
R001377,C01377,month3,2026-08-08 03:52:00,E0274,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,1,2.2,4.93,1210,439,1,0,200,,3.54
R001378,C01378,month3,2026-08-20 23:54:00,E0155,디자인,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,0,0,4.4,5.56,1538,342,1,0,200,,3.59
R001379,C01379,month3,2026-08-09 09:37:00,E0237,디자인,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.5,5.12,1151,528,1,0,200,,3.83
R001380,C01380,month3,2026-08-12 07:37:00,E0259,개발,IT,계정,계정 잠금 해제 방법 알려줘,RULE,RULE,,0,document,0,0,1.9,0.3,0,0,0,0,200,,0.0
R001381,C01381,month3,2026-08-15 13:45:00,E0015,영업,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,0,coworker,0,0,2.7,4.55,1157,215,2,1,200,,5.05
R001382,C01382,month3,2026-08-01 19:16:00,E0296,재무,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,0,1,1.9,5.36,2127,570,1,0,200,,5.37
R001383,C01383,month3,2026-08-21 18:44:00,E0180,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,unresolved,0,1,2.6,5.78,1531,606,1,0,200,,4.69
R001384,C01384,month3,2026-08-13 11:41:00,E0170,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,1,chatbot,1,1,4.0,2.58,1450,367,1,0,200,,3.57
R001385,C01385,month3,2026-08-19 18:14:00,E0008,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,1,chatbot,1,0,3.2,5.76,1622,258,1,0,200,,3.35
R001386,C01386,month3,2026-08-02 15:20:00,E0140,고객지원,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.6,3.72,1517,406,1,0,200,,3.83
R001387,C01387,month3,2026-08-08 03:41:00,E0001,인사,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v2,1,chatbot,0,0,4.0,0.27,0,0,0,0,200,,0.0
R001388,C01388,month3,2026-08-19 16:14:00,E0042,재무,일반규정,보안,자료 반출 기준 알려줘,RULE,RULE,,0,unresolved,0,0,2.4,0.26,0,0,0,0,200,,0.0
R001389,C01389,month3,2026-08-24 10:18:00,E0156,기획,재무,경비,경비 처리 절차 알려줘,RAG,RAG,경비_guide_v2,0,department,1,0,2.5,3.17,1431,344,1,0,200,,3.45
R001390,C01390,month3,2026-08-06 10:31:00,E0270,재무,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,document,1,0,3.2,6.3,1786,531,1,0,200,,4.73
R001391,C01391,month3,2026-08-02 08:43:00,E0228,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.3,4.4,1114,432,1,0,200,,3.37
R001392,C01392,month3,2026-08-18 18:42:00,E0115,기획,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,0,0,2.5,3.4,1906,402,1,0,200,,4.36
R001393,C01393,month3,2026-08-09 19:45:00,E0131,인사,재무,출장비,출장비 정산 기준 알려줘,RULE,RULE,,0,document,0,1,3.5,0.67,0,0,0,0,200,,0.0
R001394,C01394,month3,2026-08-10 20:13:00,E0243,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,department,0,0,2.0,5.35,1842,439,1,0,200,,4.42
R001395,C01395,month3,2026-08-14 03:03:00,E0017,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,0,0,4.0,6.18,1176,404,1,0,200,,3.34
R001396,C01396,month3,2026-08-12 04:47:00,E0231,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,0,0,3.2,2.99,1798,503,1,0,200,,4.63
R001397,C01397,month3,2026-08-28 03:39:00,E0040,기획,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v2,1,chatbot,0,0,4.0,0.34,0,0,0,0,200,,0.0
R001398,C01398,month3,2026-08-08 09:13:00,E0028,재무,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v2,1,chatbot,1,0,4.6,5.77,1615,234,1,0,200,,3.24
R001399,C01399,month3,2026-08-05 14:01:00,E0122,재무,일반규정,교육,사내 교육 신청 방법 알려줘,RAG,RAG,교육_guide_v2,1,chatbot,0,0,3.7,2.86,1084,258,1,0,200,,2.6
R001400,C01400,month3,2026-08-10 10:51:00,E0187,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,1,3.1,6.18,2088,386,1,0,200,,4.54
R001401,C01401,month3,2026-08-04 22:23:00,E0134,기획,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,1,chatbot,0,0,3.6,4.14,956,384,1,0,200,,2.95
R001402,C01402,month3,2026-08-28 07:54:00,E0243,인사,일반규정,교육,사내 교육 신청 방법 알려줘,RAG,RAG,교육_guide_v2,0,department,0,0,4.4,4.74,1370,394,1,0,200,,3.57
R001403,C01403,month3,2026-08-03 22:01:00,E0122,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,1,1,4.6,3.05,1756,525,1,0,200,,4.66
R001404,C01404,month3,2026-08-06 23:31:00,E0219,영업,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v2,1,chatbot,0,0,3.4,4.73,938,440,2,1,200,,6.32
R001405,C01405,month3,2026-08-25 23:58:00,E0149,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,1,chatbot,1,0,4.7,3.93,1081,546,3,2,200,,11.42
R001406,C01406,month3,2026-08-15 12:26:00,E0187,영업,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,1,chatbot,0,1,3.6,5.55,1265,421,1,0,200,,3.54
R001407,C01407,month3,2026-08-11 18:47:00,E0118,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v2,0,unresolved,0,0,1.8,4.27,1228,197,1,0,200,,2.55
R001408,C01408,month3,2026-08-24 14:13:00,E0027,디자인,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.3,6.0,2058,535,1,0,200,,5.13
R001409,C01409,month3,2026-08-04 06:44:00,E0048,재무,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,document,0,0,2.1,5.25,1292,325,1,0,200,,3.17
R001410,C01410,month3,2026-08-24 01:09:00,E0081,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,1,chatbot,1,1,3.2,5.19,1345,211,1,0,200,,2.77
R001411,C01411,month3,2026-08-27 22:00:00,E0102,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v2,1,chatbot,0,0,3.4,3.28,1717,254,1,0,200,,3.47
R001412,C01412,month3,2026-08-28 20:26:00,E0193,개발,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,unresolved,1,0,1.6,5.75,1753,344,1,0,200,,3.9
R001413,C01413,month3,2026-08-08 20:40:00,E0182,개발,일반규정,재택근무,재택근무 규정 알려줘,RAG,RAG,재택근무_guide_v2,1,chatbot,1,0,3.7,5.84,1375,280,1,0,200,,3.1
R001414,C01414,month3,2026-08-13 15:25:00,E0292,인사,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,0,3.4,4.14,2113,304,1,0,200,,4.23
R001415,C01415,month3,2026-08-21 03:56:00,E0009,재무,총무,비품,사무용 비품 신청 방법 알려줘,RULE,RULE,,0,coworker,1,0,1.8,0.63,0,0,0,0,200,,0.0
R001416,C01416,month3,2026-08-21 10:46:00,E0014,인사,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.6,6.56,1920,597,1,0,200,,5.2
R001417,C01417,month3,2026-08-02 12:34:00,E0061,영업,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.3,5.66,1838,335,1,0,200,,3.98
R001418,C01418,month3,2026-08-02 01:32:00,E0222,IT운영,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v2,1,chatbot,0,1,4.0,3.82,906,304,1,0,200,,2.55
R001419,C01419,month3,2026-08-28 17:42:00,E0126,재무,재무,출장비,출장비 정산 기준 알려줘,RAG,RAG,출장비_guide_v2,1,chatbot,1,0,3.9,4.81,1070,270,1,0,200,,2.63
R001420,C01420,month3,2026-08-21 09:22:00,E0231,개발,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,coworker,1,0,2.2,4.82,1225,429,1,0,200,,3.52
R001421,C01421,month3,2026-08-06 00:48:00,E0294,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.6,4.02,1815,592,1,0,200,,5.03
R001422,C01422,month3,2026-08-04 16:30:00,E0005,영업,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,department,0,0,2.6,4.52,1799,463,1,0,200,,4.46
R001423,C01423,month3,2026-08-02 20:36:00,E0193,고객지원,인사,근태,근태 수정 절차 알려줘,FAQ,FAQ,faq_근태_v2,1,chatbot,0,0,4.2,0.26,0,0,0,0,200,,0.0
R001424,C01424,month3,2026-08-06 02:17:00,E0125,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,1,1,3.7,4.93,1269,242,1,0,200,,2.79
R001425,C01425,month3,2026-08-14 17:29:00,E0112,기획,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v2,1,chatbot,1,0,3.6,3.44,1327,263,1,0,200,,2.96
R001426,C01426,month3,2026-08-25 18:16:00,E0246,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,0,0,4.7,3.65,1916,523,1,0,200,,4.88
R001427,C01427,month3,2026-08-19 12:56:00,E0097,디자인,총무,비품,사무용 비품 신청 방법 알려줘,RULE,RULE,,0,coworker,0,1,2.6,0.49,0,0,0,0,200,,0.0
R001428,C01428,month3,2026-08-16 05:36:00,E0291,디자인,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.3,3.99,1346,369,1,0,200,,3.43
R001429,C01429,month3,2026-08-28 09:40:00,E0202,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.6,5.52,1860,466,1,0,200,,4.56
R001430,C01430,month3,2026-08-16 01:00:00,E0026,개발,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,0,0,4.4,4.8,1586,579,1,0,200,,4.65
R001431,C01431,month3,2026-08-23 08:06:00,E0257,영업,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,document,0,0,1.8,6.22,1485,277,1,0,200,,3.24
R001432,C01432,month3,2026-08-14 12:52:00,E0251,디자인,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v2,1,chatbot,0,1,4.2,2.57,1328,418,1,0,200,,3.61
R001433,C01433,month3,2026-08-06 02:37:00,E0260,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v2,1,chatbot,0,1,3.8,3.61,967,352,1,0,200,,2.83
R001434,C01434,month3,2026-08-21 14:37:00,E0233,고객지원,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,unresolved,1,0,3.1,4.18,1801,262,1,0,200,,3.62
R001435,C01435,month3,2026-08-18 05:36:00,E0219,기획,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v2,0,document,0,1,2.5,5.37,1271,414,1,0,200,,3.52
R001436,C01436,month3,2026-08-11 10:05:00,E0043,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,1,0,3.4,2.81,1979,324,1,0,200,,4.13
R001437,C01437,month3,2026-08-03 08:57:00,E0177,기획,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,unresolved,1,1,3.0,3.33,1907,540,1,0,200,,4.94
R001438,C01438,month3,2026-08-11 15:28:00,E0011,기획,총무,택배/우편,사내 우편 발송 절차 알려줘,FAQ,FAQ,faq_택배/우편_v2,0,document,0,0,3.8,0.66,0,0,0,0,200,,0.0
R001439,C01439,month3,2026-08-05 19:45:00,E0298,개발,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,1,chatbot,0,0,4.3,4.83,1157,197,1,0,200,,2.45
R001440,C01440,month3,2026-08-17 17:58:00,E0179,영업,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v2,1,chatbot,0,0,3.1,0.85,0,0,0,0,200,,0.0
R001441,C01441,month3,2026-08-17 05:47:00,E0048,고객지원,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.5,4.68,1828,444,1,0,200,,4.42
R001442,C01442,month3,2026-08-05 16:20:00,E0205,재무,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,0,0,2.1,3.53,1008,571,1,0,200,,3.81
R001443,C01443,month3,2026-08-22 04:45:00,E0139,기획,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,department,1,0,3.5,6.65,1359,403,1,0,200,,3.6
R001444,C01444,month3,2026-08-16 19:21:00,E0265,기획,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v2,1,chatbot,0,1,4.4,0.72,0,0,0,0,200,,0.0
R001445,C01445,month3,2026-08-11 01:24:00,E0040,고객지원,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v2,1,chatbot,0,0,4.7,4.95,1436,406,1,0,200,,3.72
R001446,C01446,month3,2026-08-19 11:26:00,E0142,개발,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,0,unresolved,0,0,3.6,4.32,1407,289,1,0,200,,3.18
R001447,C01447,month3,2026-08-10 16:52:00,E0272,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.8,3.45,1650,386,1,0,200,,3.93
R001448,C01448,month3,2026-08-13 07:52:00,E0122,고객지원,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,department,0,1,2.6,5.34,1010,579,1,0,200,,3.85
